mesa_id,i
0800901920X,92125
0800901921X,92126
0800901922X,92127
0800901923X,92128
0800901924X,92129
0800901925X,92130
0800901926X,92131
0800901927X,92132
0800901928X,92133
0800901929X,92134
0800901930X,92135
0800901931X,92136
0800901932X,92137
0800901933X,92138
0800901934X,92139
0800901935X,92140
0800901936X,92141
0800901937X,92142
0800901938X,92143
0800901939X,92144
0800901940X,92145
0800901941X,92146
0800901942X,92147
0800901943X,92148
0800901944X,92149
0800901945X,92150
0800901946X,92151
0800901947X,92152
0800901948X,92153
0800901949X,92154
0800901950X,92155
0800901951X,92156
0800901953X,92157
0800901954X,92158
0800901955X,92159
0800901956X,92160
0800901957X,92161
0800901958X,92162
0800901959X,92163
0800901960X,92164
0800901961X,92165
0800901962X,92166
0800901963X,92167
0800901964X,92168
0800901965X,92169
0801001966X,92170
0801001967X,92171
0801001968X,92172
0801001969X,92173
0801001970X,92174
0801001971X,92175
0801001972X,92176
0801001973X,92177
0801001974X,92178
0801001975X,92179
0801001976X,92180
0801001977X,92181
0801001978X,92182
0801001979X,92183
0801001980X,92184
0801001981X,92185
0801001982X,92186
0801001983X,92187
0801001984X,92188
0801001985X,92189
0801001986X,92190
0801001987X,92191
0801001988X,92192
0801001989X,92193
0801001990X,92194
0801001991X,92195
0801001992X,92196
0801001993X,92197
0801001994X,92198
0801001995X,92199
0801001996X,92200
0801001997X,92201
0801001998X,92202
0801001999X,92203
0801002000X,92204
0801002001X,92205
0801002002X,92206
0801002003X,92207
0801002004X,92208
0801002005X,92209
0801002006X,92210
0801002007X,92211
0801002008X,92212
0801002009X,92213
0801002010X,92214
0801002011X,92215
0801002012X,92216
0801002013X,92217
0801002014X,92218
0801002015X,92219
0801002016X,92220
0801002017X,92221
0801002018X,92222
0801002019X,92223
0801002020X,92224
0801002021X,92225
0801002022X,92226
0801002023X,92227
0801002024X,92228
0801002025X,92229
0801002026X,92230
0801002027X,92231
0801002028X,92232
0801002029X,92233
0801002030X,92234
0801002031X,92235
0801002032X,92236
0801002033X,92237
0801002034X,92238
0801002035X,92239
0801002036X,92240
0801002037X,92241
0801002038X,92242
0801002039X,92243
0801002040X,92244
0801002041X,92245
0801002042X,92246
0801002043X,92247
0801002044X,92248
0801002045X,92249
0801002046X,92250
0801002047X,92251
0801002048X,92252
0801002049X,92253
0801002050X,92254
0801002051X,92255
0801002052X,92256
0801002053X,92257
0801002054X,92258
0801002055X,92259
0801002056X,92260
0801002057X,92261
0801002058X,92262
0801002059X,92263
0801002060X,92264
0801002061X,92265
0801002062X,92266
0801002063X,92267
0801002064X,92268
0801002065X,92269
0801002066X,92270
0801002067X,92271
0801002068X,92272
0801002069X,92273
0801002070X,92274
0801002071X,92275
0801002072X,92276
0801002073X,92277
0801002074X,92278
0801002075X,92279
0801002076X,92280
0801002077X,92281
0801002078X,92282
0801002079X,92283
0801002080X,92284
0801002081X,92285
0801002082X,92286
0801002083X,92287
0801002084X,92288
0801002085X,92289
0801002086X,92290
0801002087X,92291
0801002088X,92292
0801002089X,92293
0801002090X,92294
0801002091X,92295
0801002092X,92296
0801002093X,92297
0801002094X,92298
0801002095X,92299
0801002096X,92300
0801002097X,92301
0801002098X,92302
0801002099X,92303
0801002100X,92304
0801002101X,92305
0801002102X,92306
0801002103X,92307
0801002104X,92308
0801002105X,92309
0801002106X,92310
0801002107X,92311
0801002108X,92312
0801002109X,92313
0801002110X,92314
0801002111X,92315
0801002112X,92316
0801002113X,92317
0801002114X,92318
0801002115X,92319
0801002116X,92320
0801002117X,92321
0801002118X,92322
0801002119X,92323
0801002120X,92324
0801002121X,92325
0801002122X,92326
0801002123X,92327
0801002124X,92328
0801002125X,92329
0801002126X,92330
0801002127X,92331
0801002128X,92332
0801002129X,92333
0801002130X,92334
0801002131X,92335
0801002132X,92336
0801002133X,92337
0801002134X,92338
0801002135X,92339
0801002136X,92340
0801002137X,92341
0801002138X,92342
0801002139X,92343
0801002140X,92344
0801002141X,92345
0801002142X,92346
0801002143X,92347
0801002144X,92348
0801002145X,92349
0801002146X,92350
0801002147X,92351
0801002148X,92352
0801002149X,92353
0801002150X,92354
0801002151X,92355
0801002152X,92356
0801002153X,92357
0801002154X,92358
0801002155X,92359
0801002156X,92360
0801002157X,92361
0801002158X,92362
0801002159X,92363
0801002160X,92364
0801002161X,92365
0801002162X,92366
0801002163X,92367
0801002164X,92368
0801002165X,92369
0801002166X,92370
0801002167X,92371
0801002168X,92372
0801002169X,92373
0801002170X,92374
0801002171X,92375
0801002172X,92376
0801002173X,92377
0801002174X,92378
0801002175X,92379
0801002176X,92380
0801002177X,92381
0801002178X,92382
0801002179X,92383
0801002180X,92384
0801002181X,92385
0801002182X,92386
0801002183X,92387
0801002184X,92388
0801002185X,92389
0801002186X,92390
0801002187X,92391
0801002188X,92392
0801002189X,92393
0801002190X,92394
0801002191X,92395
0801002192X,92396
0801002193X,92397
0801002194X,92398
0801002195X,92399
0801002196X,92400
0801002197X,92401
0801002198X,92402
0801002199X,92403
0801002200X,92404
0801002201X,92405
0801002202X,92406
0801002203X,92407
0801002204X,92408
0801002205X,92409
0801002206X,92410
0801002207X,92411
0801002208X,92412
0801002209X,92413
0801002210X,92414
0801002211X,92415
0801002212X,92416
0801002213X,92417
0801002214X,92418
0801002215X,92419
0801002216X,92420
0801002217X,92421
0801002218X,92422
0801002219X,92423
0801002220X,92424
0801002221X,92425
0801002222X,92426
0801002223X,92427
0801002224X,92428
0801002225X,92429
0801002226X,92430
0801002227X,92431
0801002228X,92432
0801002229X,92433
0801002230X,92434
0801002231X,92435
0801002232X,92436
0801002233X,92437
0801002234X,92438
0801002235X,92439
0801002236X,92440
0801002237X,92441
0801002238X,92442
0801002239X,92443
0801002240X,92444
0801002241X,92445
0801002242X,92446
0801002243X,92447
0801002244X,92448
0801002245X,92449
0801002246X,92450
0801002247X,92451
0801002248X,92452
0801002249X,92453
0801002250X,92454
0801002251X,92455
0801002252X,92456
0801002253X,92457
0801002254X,92458
0801002255X,92459
0801002256X,92460
0801002257X,92461
0801002258X,92462
0801002259X,92463
0801002260X,92464
0801002261X,92465
0801002262X,92466
0801002263X,92467
0801002264X,92468
0801002265X,92469
0801002266X,92470
0801002267X,92471
0801002268X,92472
0801002269X,92473
0801002270X,92474
0801002271X,92475
0801002272X,92476
0801002273X,92477
0801002274X,92478
0801102275X,92479
0801102276X,92480
0801102277X,92481
0801102278X,92482
0801102279X,92483
0801102280X,92484
0801102281X,92485
0801102282X,92486
0801102283X,92487
0801102284X,92488
0801102285X,92489
0801102286X,92490
0801102287X,92491
0801102288X,92492
0801102289X,92493
0801102290X,92494
0801102291X,92495
0801102292X,92496
0801102293X,92497
0801102294X,92498
0801102295X,92499
0801102296X,92500
0801102297X,92501
0801102298X,92502
0801102299X,92503
0801102300X,92504
0801102301X,92505
0801102302X,92506
0801102303X,92507
0801102304X,92508
0801102305X,92509
0801102306X,92510
0801102307X,92511
0801102308X,92512
0801102309X,92513
0801102310X,92514
0801102311X,92515
0801102312X,92516
0801102313X,92517
0801202314X,92518
0801202315X,92519
0801202316X,92520
0801202317X,92521
0801202318X,92522
0801202319X,92523
0801202320X,92524
0801202321X,92525
0801202322X,92526
0801202323X,92527
0801202324X,92528
0801202325X,92529
0801202326X,92530
0801202327X,92531
0801202328X,92532
0801202329X,92533
0801202330X,92534
0801202331X,92535
0801202332X,92536
0801202333X,92537
0801202334X,92538
0801202335X,92539
0801202336X,92540
0801202337X,92541
0801202338X,92542
0801202339X,92543
0801202340X,92544
0801202341X,92545
0801202342X,92546
0801202343X,92547
0801202344X,92548
0801202345X,92549
0801202346X,92550
0801202347X,92551
0801202348X,92552
0801202349X,92553
0801202350X,92554
0801202351X,92555
0801202352X,92556
0801202353X,92557
0801202354X,92558
0801202355X,92559
0801202356X,92560
0801202357X,92561
0801202358X,92562
0801202359X,92563
0801202360X,92564
0801202361X,92565
0801202362X,92566
0801202363X,92567
0801202364X,92568
0801202365X,92569
0801202366X,92570
0801202367X,92571
0801202368X,92572
0801202369X,92573
0801202370X,92574
0801202371X,92575
0801202372X,92576
0801202373X,92577
0801202374X,92578
0801202375X,92579
0801202376X,92580
0801202377X,92581
0801202378X,92582
0801202379X,92583
0801202380X,92584
0801202381X,92585
0801202382X,92586
0801202383X,92587
0801202384X,92588
0801202385X,92589
0801202386X,92590
0801202387X,92591
0801202388X,92592
0801202389X,92593
0801202390X,92594
0801202391X,92595
0801202392X,92596
0801202393X,92597
0801202394X,92598
0801202395X,92599
0801202396X,92600
0801202397X,92601
0801202398X,92602
0801202399X,92603
0801202400X,92604
0801202401X,92605
0801202402X,92606
0801202403X,92607
0801202404X,92608
0801202405X,92609
0801202406X,92610
0801202407X,92611
0801202408X,92612
0801202409X,92613
0801202410X,92614
0801202411X,92615
0801202412X,92616
0801202413X,92617
0801202414X,92618
0801202415X,92619
0801202416X,92620
0801202417X,92621
0801202418X,92622
0801202419X,92623
0801202420X,92624
0801202421X,92625
0801202422X,92626
0801202423X,92627
0801202424X,92628
0801202425X,92629
0801202426X,92630
0801202427X,92631
0801202428X,92632
0801202429X,92633
0801202430X,92634
0801202431X,92635
0801202432X,92636
0801202433X,92637
0801202434X,92638
0801202435X,92639
0801202436X,92640
0801202437X,92641
0801202438X,92642
0801202439X,92643
0801202440X,92644
0801202441X,92645
0801202442X,92646
0801202443X,92647
0801202444X,92648
0801202445X,92649
0801202446X,92650
0801202447X,92651
0801302448X,92652
0801302449X,92653
0801302450X,92654
0801302451X,92655
0801302452X,92656
0801302453X,92657
0801302454X,92658
0801302455X,92659
0801302456X,92660
0801302457X,92661
0801302458X,92662
0801302459X,92663
0801302460X,92664
0801302461X,92665
0801302462X,92666
0801302463X,92667
0801302464X,92668
0801302465X,92669
0801302466X,92670
0801302467X,92671
0801302468X,92672
0801302469X,92673
0801302470X,92674
0801302471X,92675
0801302472X,92676
0801302473X,92677
0801302474X,92678
0801302475X,92679
0801302476X,92680
0801302477X,92681
0801302478X,92682
0801302479X,92683
0801302480X,92684
0801302481X,92685
0801302482X,92686
0801302483X,92687
0801302484X,92688
0801302485X,92689
0801302486X,92690
0801302487X,92691
0801302488X,92692
0801302489X,92693
0801302490X,92694
0801302491X,92695
0801302492X,92696
0801302493X,92697
0801302494X,92698
0801302495X,92699
0801302496X,92700
0801302497X,92701
0801302498X,92702
0801302499X,92703
0801302500X,92704
0801302501X,92705
0801302502X,92706
0801302503X,92707
0801302504X,92708
0801302505X,92709
0801302506X,92710
0801302507X,92711
0801302508X,92712
0801302509X,92713
0801302510X,92714
0801302511X,92715
0801302512X,92716
0801302513X,92717
0801302514X,92718
0801302515X,92719
0801302516X,92720
0801302517X,92721
0801302518X,92722
0801302519X,92723
0801302520X,92724
0801302521X,92725
0801302522X,92726
0801302523X,92727
0801302524X,92728
0801302525X,92729
0801302526X,92730
0801302527X,92731
0801302528X,92732
0801302529X,92733
0801302530X,92734
0801302531X,92735
0801302532X,92736
0801302533X,92737
0801302534X,92738
0801302535X,92739
0801302536X,92740
0801302537X,92741
0801302538X,92742
0801302539X,92743
0801302540X,92744
0801302541X,92745
0801302542X,92746
0801302543X,92747
0801302544X,92748
0801302545X,92749
0801302546X,92750
0801302547X,92751
0801302548X,92752
0801302549X,92753
0801302550X,92754
0801302551X,92755
0801302552X,92756
0801302553X,92757
0801302554X,92758
0801302555X,92759
0801302556X,92760
0801302557X,92761
0801302558X,92762
0801302559X,92763
0801302560X,92764
0801302561X,92765
0801302562X,92766
0801302563X,92767
0801302564X,92768
0801302565X,92769
0801302566X,92770
0801302567X,92771
0801302568X,92772
0801302569X,92773
0801302570X,92774
0801302571X,92775
0801302572X,92776
0801302573X,92777
0801302574X,92778
0801302575X,92779
0801302576X,92780
0801302577X,92781
0801302578X,92782
0801302579X,92783
0801302580X,92784
0801302581X,92785
0801302582X,92786
0801302583X,92787
0801302584X,92788
0801302585X,92789
0801302586X,92790
0801302587X,92791
0801302588X,92792
0801302589X,92793
0801302590X,92794
0801302591X,92795
0801302592X,92796
0801302593X,92797
0801302594X,92798
0801302595X,92799
0801302596X,92800
0801302597X,92801
0801302598X,92802
0801302599X,92803
0801302600X,92804
0801302601X,92805
0801302602X,92806
0801302603X,92807
0801302604X,92808
0801302605X,92809
0801302606X,92810
0801302607X,92811
0801302608X,92812
0801302609X,92813
0801302610X,92814
0801302611X,92815
0801302612X,92816
0801302613X,92817
0801302614X,92818
0801302615X,92819
0801302616X,92820
0801302617X,92821
0801302618X,92822
0801302619X,92823
0801302620X,92824
0801302621X,92825
0801302622X,92826
0801302623X,92827
0801302624X,92828
0801302625X,92829
0801302626X,92830
0801302627X,92831
0801302628X,92832
0801302629X,92833
0801302630X,92834
0801302631X,92835
0801302632X,92836
0801302633X,92837
0801302634X,92838
0801302635X,92839
0801302636X,92840
0801302637X,92841
0801302638X,92842
0801302639X,92843
0801302640X,92844
0801302641X,92845
0801302642X,92846
0801302643X,92847
0801302644X,92848
0801302645X,92849
0801302646X,92850
0801302647X,92851
0801302648X,92852
0801302649X,92853
0801302650X,92854
0801302651X,92855
0801302652X,92856
0801302653X,92857
0801302654X,92858
0801302655X,92859
0801302656X,92860
0801302657X,92861
0801302658X,92862
0801302659X,92863
0801302660X,92864
0801302661X,92865
0801302662X,92866
0801302663X,92867
0801302664X,92868
0801302665X,92869
0801302666X,92870
0801302667X,92871
0801302668X,92872
0801302669X,92873
0801302670X,92874
0801302671X,92875
0801302672X,92876
0801302673X,92877
0801302674X,92878
0801302675X,92879
0801302676X,92880
0801302677X,92881
0801302678X,92882
0801302679X,92883
0801302680X,92884
0801302681X,92885
0801302682X,92886
0801302683X,92887
0801302684X,92888
0801302685X,92889
0801302686X,92890
0801302687X,92891
0801302688X,92892
0801302689X,92893
0801302690X,92894
0801302691X,92895
0801302692X,92896
0801302693X,92897
0801302694X,92898
0801302695X,92899
0801302696X,92900
0801302697X,92901
0801302698X,92902
0801302699X,92903
0801302700X,92904
0801302701X,92905
0801302702X,92906
0801302703X,92907
0801302704X,92908
0801302705X,92909
0801302706X,92910
0801302707X,92911
0801302708X,92912
0801302709X,92913
0801302710X,92914
0801302711X,92915
0801302712X,92916
0801302713X,92917
0801302714X,92918
0801302715X,92919
0801302716X,92920
0801302717X,92921
0801302718X,92922
0801302719X,92923
0801302720X,92924
0801302721X,92925
0801302722X,92926
0801302723X,92927
0801302724X,92928
0801302725X,92929
0801302726X,92930
0801302727X,92931
0801302728X,92932
0801302729X,92933
0801302730X,92934
0801302731X,92935
0801302732X,92936
0801302733X,92937
0801302734X,92938
0801302735X,92939
0801302736X,92940
0801302737X,92941
0801302738X,92942
0801302739X,92943
0801302740X,92944
0801302741X,92945
0801302742X,92946
0801302743X,92947
0801302744X,92948
0801302745X,92949
0801302746X,92950
0801302747X,92951
0801302748X,92952
0801302749X,92953
0801302750X,92954
0801302751X,92955
0801302752X,92956
0801302753X,92957
0801302754X,92958
0801302755X,92959
0801302756X,92960
0801302757X,92961
0801302758X,92962
0801302759X,92963
0801302760X,92964
0801302761X,92965
0801302762X,92966
0801302763X,92967
0801302764X,92968
0801302765X,92969
0801302766X,92970
0801302767X,92971
0801302768X,92972
0801302769X,92973
0801302770X,92974
0801302771X,92975
0801302772X,92976
0801302773X,92977
0801302774X,92978
0801302775X,92979
0801302776X,92980
0801302777X,92981
0801302778X,92982
0801302779X,92983
0801302780X,92984
0801302781X,92985
0801302782X,92986
0801302783X,92987
0801302784X,92988
0801302785X,92989
0801302786X,92990
0801302787X,92991
0801302788X,92992
0801302789X,92993
0801302790X,92994
0801302791X,92995
0801302792X,92996
0801302793X,92997
0801302794X,92998
0801302795X,92999
0801302796X,93000
0801302797X,93001
0801302798X,93002
0801302799X,93003
0801302800X,93004
0801302801X,93005
0801302802X,93006
0801302803X,93007
0801302804X,93008
0801302805X,93009
0801302806X,93010
0801302807X,93011
0801302808X,93012
0801302809X,93013
0801302810X,93014
0801302811X,93015
0801302812X,93016
0801302813X,93017
0801302814X,93018
0801302815X,93019
0801302816X,93020
0801302817X,93021
0801302818X,93022
0801302819X,93023
0801302820X,93024
0801302821X,93025
0801302822X,93026
0801302823X,93027
0801302824X,93028
0801302825X,93029
0801302826X,93030
0801302827X,93031
0801302828X,93032
0801302829X,93033
0801302830X,93034
0801302831X,93035
0801302832X,93036
0801302833X,93037
0801302834X,93038
0801302835X,93039
0801302836X,93040
0801302837X,93041
0801302838X,93042
0801302839X,93043
0801302840X,93044
0801302841X,93045
0801302842X,93046
0801302843X,93047
0801302844X,93048
0801302845X,93049
0801302846X,93050
0801302847X,93051
0801302848X,93052
0801302849X,93053
0801302850X,93054
0801302851X,93055
0801302852X,93056
0801302853X,93057
0801302854X,93058
0801302855X,93059
0801302856X,93060
0801302857X,93061
0801302858X,93062
0801302859X,93063
0801302860X,93064
0801302861X,93065
0801302862X,93066
0801302863X,93067
0801302864X,93068
0801302865X,93069
0801302866X,93070
